Log Point,Engine Speed,MF_IA,MF_FUEL,Torque,BMEP,BSFC,IMEP,p_0,p_11,p_21,p_2_1,P_IM,p_31,p_41,p_4_1,T_0,T_11,T_21,T_2_1,T_IM,T_31,T_41,T_4_1,T_OIL,T_Water,Humidity rel,Turbine Speed,q_MI,phi_MI,Delivery Ratio,Rail Pressure,Duration_Main,FMEP,NOx_EO,SOC,MFB50,PFP,P_SOI,EGR_Rate,EGR_Temperature,ECU_VTG_Pos,ECU_EGR_Pos,ECU_Exh_Flap_Pos
1,2150.0,1279.841,57.8741859,1234.79,1202.70777,208.1623243,1317.673,1.013657,0.99547974,2.23649,2.192692,2.166907,2.7572435,1.5666109,1.1741678,25.72267,25.59966,125.4424,30.6889,54.76374,563.2525,457.5438,417.9385,113.3204,88.789,54.6,79487.33,149.5457,-12.34871872,0.873412529,2499.13,1199.027,1.282892,425.2529,-6.60829,13.89589,126.6125,85.1267,23.52221971,125.2217,49.28408,46.09363,50.9
2,2150.0,1167.084,51.8602833,1091.981,1063.609224,210.9260114,1224.555,1.013567,0.99850772,2.101104,2.061756,2.037575,2.622821,1.5507852,1.1596907,25.54151,25.73628,116.8013,29.12236,55.9003,544.9484,444.8187,408.8698,113.0525,89.2449,54.0,75442.47,134.0059,-12.08040258,0.870901514,2499.64,1077.556,1.416936,367.3962,-6.997116,13.1014,122.6422,80.84335,25.36181183,126.0563,46.26289,48.0044,48.30629
3,2150.0,1070.782,46.6658145,970.028,944.8247985,213.6608329,1111.489,1.013542,1.00098024,1.974902,1.939095,1.916461,2.4762385,1.5184931,1.1471957,25.07978,25.26232,107.8178,27.75875,56.5599,523.3502,430.2137,404.8295,112.461,88.6623,56.0,71488.68,120.5835,-11.81390272,0.875459725,2498.81,982.1379,1.452626,316.354,-5.939667,13.10116,113.2217,78.26534,27.42680822,125.54,44.72546,51.34534,46.46584
4,2150.0,949.722,41.5951083,849.045,826.9851706,217.5814606,982.5328,1.013561,1.00373543,1.7963083,1.7649481,1.744349,2.2564965,1.4834315,1.1263008,25.23183,25.29782,95.7141,26.1948,56.71877,509.6293,424.5332,402.837,111.651,88.434,55.8,65759.81,107.4809,-11.38060339,0.872991192,2490.74,876.1345,1.348068,271.8331,-4.717167,13.20606,102.5782,74.48176,29.04650574,123.2081,45.38662,55.3242,44.29363
5,2150.0,841.488,36.4100436,727.9525,709.0388877,222.1408833,876.5755,1.013554,1.005952676,1.5830204,1.5546758,1.5369349,2.000295,1.4401411,1.1024776,25.08834,25.73773,81.02181,24.74746,54.40833,498.57805,424.67,382.4907,111.0416,88.3161,54.4,58466.01,94.0828,-10.79475404,0.867552399,2468.554,761.2187,1.378658,272.7503,-3.216992,12.66438,93.865,71.35233,28.7040732,116.999,50.72739,54.03439,42.5
6,2150.0,768.2768,31.2608538,606.978,591.2075389,228.7379488,741.1901,1.013536,1.0072749,1.4393838,1.4127826,1.3970039,1.83934975,1.3990472,1.08350345,25.02555,25.77608,70.01709,23.85465,52.40492,470.2931,407.4825,363.9012,110.2058,88.0057,54.0,52612.39,80.7774,-10.42860536,0.870320895,2455.51,639.6798,1.220794,273.5777,-1.85366,11.51918,88.81606,69.29795,29.0513258,111.4347,54.24013,51.97771,41.34395
7,2150.001,684.5612,26.37212727,485.0204,472.418633,241.4878543,638.1705,1.013568,1.008730088,1.2754088,1.2512551,1.2372938,1.69358985,1.3883558,1.06645575,25.20861,25.55967,56.94966,23.37509,50.35957,446.6013,394.8628,333.4339,109.3079,87.8328,56.0,44464.15,68.145,-9.78300798,0.868946023,2409.127,513.325,1.275136,269.5936,0.05561267,10.60226,83.23808,66.78535,28.95837195,105.4332,62.47834,46.29809,38.62548
8,2150.0,628.1783,21.8466144,364.0174,354.5595247,266.5461029,530.259,1.013583,1.009647907,1.1656842,1.1424488,1.1300264,1.64860465,1.4315941,1.05465137,25.1303,25.42901,47.69133,23.34968,48.90061,417.0451,374.3654,314.0702,108.5962,86.6346,55.7,34252.51,56.4512,-9.02603333,0.871129989,2337.599,392.5023,1.268503,264.0707,2.211004,9.872334,79.42919,64.74974,29.12144862,99.9976,72.32484,39.9828,34.59045
9,2150.0,577.0759,17.4292416,242.9689,236.6560986,318.5944014,402.5411,1.013566,1.010319772,1.1214475,1.100322,1.08840346,1.6553149,1.4771906,1.04686954,25.10185,25.42987,43.201,23.32077,50.28118,378.62175,345.126,285.3343,108.2589,86.0525,55.8,30490.39,45.0368,-8.349175368,0.851392313,2295.918,267.4178,1.210547,253.6721,4.066094,9.350106,77.9401,63.68207,30.53364436,97.8128,68.18038,39.02089,30.7
10,2149.999,574.5848,12.94688548,121.1605,118.0125161,474.5858537,286.563,1.013544,1.010309167,1.1729454,1.1528283,1.1403215,1.68122045,1.4381128,1.05123741,25.46492,25.54598,46.55554,23.33121,52.27304,316.49365,286.8149,245.2279,108.3044,85.9134,55.6,33360.98,33.4545,-8.155790653,0.841166443,2269.365,134.9289,1.26781,242.0906,5.085567,8.152603,78.50152,62.33992,32.76851369,96.6644,46.62516,43.11509,29.9283
11,2150.0,593.0135,9.061992,0.06080403,0.059224224,1000.0,118.1976,1.013515,1.009957801,1.236331,1.2164404,1.2032486,1.7901708,1.4033423,1.04860469,24.91495,25.62077,51.68489,23.31865,52.39794,260.80285,229.4606,170.7309,108.3742,85.7317,54.6,37705.68,23.416,-7.971905578,0.83990975,2210.592,16.38834,0.9334473,209.7306,4.43146,6.51561,80.27601,61.93208,34.11737794,94.4897,31.87261,43.32548,29.93949
12,2100.0,1277.215,58.7574918,1300.975,1267.173156,205.3637566,1422.001,1.013521,0.99518337,2.290113,2.24718,2.222787,2.772978,1.5384325,1.1772599,25.22782,25.39674,128.1734,30.88021,56.18134,566.47915,458.9217,409.3692,113.9072,89.966,55.6,80305.06,155.4431,-12.22099496,0.873427047,2475.899,1247.748,1.519899,436.1354,-7.278876,13.93162,131.8499,86.42162,23.49830041,129.47,48.87911,50.36835,51.9
13,2100.0,1203.042,53.6305644,1174.983,1144.454672,207.5440497,1296.69,1.013581,0.99743906,2.191956,2.152726,2.128794,2.707853,1.5353643,1.1694871,25.12818,25.24329,122.0023,29.81124,56.50769,546.3081,443.1225,395.2398,113.3975,89.1843,56.0,77535.23,141.8798,-12.11076934,0.876154674,2482.051,1135.697,1.383276,404.6051,-7.471513,13.00147,128.1477,82.48984,24.91934072,128.9994,45.51266,49.31203,49.6
14,2100.0,1081.531,48.297438,1043.955,1016.831032,210.3641924,1178.1,1.01356,1.0006046,2.035172,1.999926,1.978319,2.5249205,1.5108468,1.1527676,25.61471,25.48645,112.0051,28.14928,57.4391,533.6614,436.2482,395.8053,112.4969,88.3573,54.9,72840.02,127.771,-11.78625751,0.870902673,2480.633,1033.233,1.388862,339.4088,-6.534423,13.1654,117.5161,78.94511,26.72428699,128.1056,44.30127,53.27785,47.2057
15,2100.0,977.363,43.0130736,914.001,890.2534882,213.984989,1050.046,1.013539,1.00296477,1.881167,1.8496278,1.8297615,2.3661405,1.4868877,1.1366015,25.5722,25.43959,101.5314,26.73665,57.70771,512.145,422.9705,400.4898,111.375,88.0094,55.8,68176.47,113.7912,-11.49045086,0.875030636,2476.05,927.4751,1.376205,284.478,-5.533955,12.89999,108.4855,75.8144,28.68548941,126.4864,43.11258,54.61572,45.08176
16,2100.0,864.629,37.53162,783.0236,762.6791341,217.9475349,916.918,1.013575,1.00546446,1.663354,1.6343536,1.6166881,2.098151,1.4423308,1.1121504,25.36612,25.27286,86.3619,25.17162,55.62622,497.1433,419.1995,383.1526,110.4752,87.6603,56.4,61072.31,99.29,-10.91993386,0.876395973,2447.962,808.7843,1.29318,272.9608,-4.088736,12.59819,97.80186,71.7946,29.15616267,120.3777,47.01772,55.35886,43.05886
17,2100.0,764.2554,32.1616386,653.0095,636.0430516,223.9485064,768.835,1.013637,1.007409371,1.4607788,1.4353258,1.4199409,1.85680375,1.3957706,1.08657883,25.08989,25.5026,71.62073,23.9389,52.98375,477.9855,412.7061,367.1215,109.5353,87.1556,54.9,53276.5,85.0837,-10.41451633,0.872757524,2419.274,679.0157,1.084872,271.1522,-2.441031,11.74999,90.15652,69.10569,28.98192666,113.0944,53.33185,53.40764,41.42548
18,2100.0,679.5475,26.96085,521.9905,508.4281783,234.8553638,660.7501,1.013622,1.008816252,1.2938395,1.2707562,1.2572061,1.69187715,1.3787971,1.06752334,25.13935,25.80597,58.53527,23.39523,51.16492,454.6401,400.8148,336.7724,108.9392,87.3104,53.8,45180.3,71.325,-9.823831223,0.870270159,2372.175,545.314,1.188238,266.43,-0.704052,10.71402,84.3983,66.63067,28.87460805,107.0184,60.4875,48.03875,38.9
19,2099.999,648.1161,21.90452257,392.0118,381.8265761,254.0764197,538.1714,1.013664,1.009358137,1.2764317,1.254867,1.2415435,1.6754918,1.364334,1.06482693,25.35894,25.80319,56.15781,23.36736,52.50821,401.422,355.3663,313.645,108.3531,86.1038,54.9,43615.91,57.9485,-9.463194398,0.874571219,2335.561,408.9102,1.154113,262.565,1.110021,9.81711,80.9466,65.38343,31.36329556,104.4856,53.02293,50.25159,37.0
20,2100.0,583.8223,17.3804778,260.7018,253.9282636,303.1427485,414.7668,1.013661,1.010256925,1.1647595,1.1441156,1.1322081,1.6558205,1.437277,1.04963926,25.28178,25.76503,47.12431,23.33226,51.1902,368.4839,331.0972,287.1502,108.078,85.3951,54.6,33259.75,45.9801,-8.552031075,0.860728652,2260.335,277.7541,1.150578,248.8918,3.366348,9.039091,78.77192,63.8413,31.38999699,99.0443,56.60759,41.52595,31.56392
21,2100.0,553.067,12.8171862,130.9299,127.5280882,445.1264073,294.305,1.013681,1.010650638,1.1742591,1.1553321,1.1431875,1.67174505,1.4277343,1.04988628,25.01694,25.64232,46.80977,23.32796,53.1583,317.00855,284.3965,246.5054,108.0663,85.2717,55.3,32697.36,33.9079,-8.173489319,0.832118606,2225.377,140.2829,1.217603,238.1673,4.754468,8.054321,78.30446,62.09402,33.01128252,97.1944,44.42076,44.2283,29.44969
22,2099.999,560.5717,8.471920966,-0.04201499,-0.040923359,1000.0,126.4865,1.013747,1.010638106,1.2112257,1.1929597,1.1805011,1.7184094,1.3774951,1.04583657,24.7035,25.64228,49.62877,23.3214,52.95189,254.6374,225.4547,174.0736,108.0876,84.7869,54.9,35118.42,22.4125,-7.938421925,0.838661445,2157.866,25.29173,1.018243,200.0178,4.324421,6.290488,79.6812,60.9576,34.80262451,93.8415,32.64713,45.6121,29.43248
23,1999.999,1358.724,63.14796443,1505.884,1466.758224,200.2105023,1632.771,1.013714,0.99300795,2.494079,2.4498,2.425221,2.909037,1.5126474,1.1942005,24.75507,25.12486,140.2034,32.78329,56.65987,577.8411,460.9231,404.9251,113.6319,88.9958,56.3,84445.8,175.4111,-11.84809111,0.878047507,2397.881,1412.839,1.558609,491.4176,-8.179352,13.6473,149.1635,95.29812,21.97862972,130.4835,48.54591,52.66101,55.1
24,2000.0,1249.966,57.289428,1356.917,1321.661675,201.5765482,1476.373,1.013766,0.99626022,2.334969,2.294875,2.271689,2.761861,1.5028366,1.178673,24.88045,25.30127,130.8917,30.9938,56.5914,560.99815,450.3997,390.6744,113.1688,89.5104,55.1,80511.79,159.1373,-11.84809111,0.878959796,2424.635,1278.267,1.369571,446.5654,-8.081726,12.89992,139.9525,87.82241,23.46826005,130.3074,46.21258,52.62264,52.40629
25,2000.0,1140.046,51.426144,1205.997,1174.662868,203.5900437,1308.748,1.013767,0.99922275,2.18488,2.148444,2.126577,2.619953,1.4848248,1.1630578,24.70314,25.69745,121.7571,29.37547,56.73745,541.8244,437.6317,379.3821,112.4824,88.5439,54.1,76484.31,142.8504,-11.82216477,0.872771022,2454.802,1143.716,1.183616,402.3153,-7.610679,12.47592,129.2006,81.44072,24.87326169,128.883,43.51592,53.91019,49.8
26,2000.0,1037.231,45.662292,1055.988,1028.551392,206.4512541,1171.664,1.013721,1.00174536,2.027072,1.994527,1.974723,2.4693765,1.4647045,1.146327,24.89645,25.47156,111.3706,27.82182,56.66043,519.09525,422.1517,378.8577,111.3186,87.8007,55.3,72046.52,126.8397,-11.52895362,0.876798833,2443.756,1026.613,1.238938,349.3353,-6.717444,12.10425,119.7799,78.2778,26.74765672,126.7665,41.81218,54.07372,47.4968
27,2000.001,913.77,39.994724,904.982,881.4688192,210.9994616,1026.835,1.013719,1.00453834,1.8346179,1.8063183,1.7887575,2.2766065,1.444521,1.1249654,25.18756,25.53206,98.4403,26.20039,57.04924,499.6138,411.9894,385.3732,110.3866,88.1756,55.3,66098.91,111.0964,-11.13992674,0.880535253,2426.186,905.5502,1.270764,279.7372,-5.57393,12.23462,107.5425,73.72011,28.97645793,124.9874,40.8,55.60833,44.37115
28,2000.0,788.244,34.039764,753.9567,734.3674483,215.5554148,881.7321,1.013686,1.006974411,1.5825599,1.5576018,1.5423702,1.9625315,1.3973985,1.1000835,24.58494,25.62235,80.78503,24.53028,54.4585,484.5975,410.6,370.6809,109.7395,87.6923,54.8,57523.23,94.5549,-10.53672823,0.871967855,2364.886,765.5312,1.252198,270.393,-3.949083,11.67214,96.80573,70.03251,28.81073161,117.427,46.62721,56.46835,42.19051
29,2000.0,696.5754,28.10466,603.0126,587.3451677,222.5208705,717.0957,1.013675,1.008564282,1.3918573,1.3687452,1.3551055,1.7345811,1.3440688,1.07777316,24.36725,25.62181,66.12843,23.45614,52.22448,451.11285,390.9213,345.6325,108.7726,87.1747,55.0,49471.23,78.0685,-10.11756377,0.884204267,2326.279,613.1491,1.054418,265.5842,-2.226289,10.58979,88.61252,66.64002,29.86840746,110.1635,52.61519,54.80253,40.7
30,1999.999,628.4496,22.6018687,451.9596,440.2168164,238.7611987,578.7523,1.013681,1.009645137,1.3132742,1.2936714,1.2808951,1.67799665,1.3436803,1.06742949,24.48598,25.80973,59.24974,23.40277,53.97609,409.7429,358.2754,317.6341,108.3455,86.3314,53.8,44865.7,62.783,-9.508555467,0.869058668,2252.943,459.3869,1.041543,249.3704,-0.2138846,9.974947,82.1816,64.85028,31.52831909,106.8936,48.86918,54.71195,37.26855
31,2000.001,568.309,17.49474875,302.1151,294.265566,276.4737236,449.1968,1.013716,1.010537616,1.2175763,1.199502,1.1877949,1.654045,1.3925305,1.05397703,24.31616,25.69113,51.13533,23.37308,53.65547,368.4459,325.8521,291.3194,108.0974,85.5727,55.2,35796.85,48.5965,-8.743404709,0.862765484,2177.616,317.4049,1.086871,234.4881,2.182856,8.948533,79.04945,63.42714,32.80650813,101.8172,47.41321,46.31006,32.31887
32,2000.001,527.3535,12.58366229,150.979,147.0562739,397.9322105,282.702,1.013753,1.011024174,1.1583729,1.1406787,1.129815,1.65772725,1.4316423,1.04711219,24.61504,25.29936,45.62243,23.34522,52.8555,313.73665,281.5877,236.1736,107.8185,85.2114,57.3,30933.19,34.9546,-8.17375861,0.859214353,2127.924,188.2743,0.9474103,223.6183,3.94921,7.812468,77.78207,61.27925,34.33930454,97.1559,44.36962,41.9019,28.45443
33,2000.0,510.866,7.494264,0.0190374,0.018542772,1000.0,117.4114,1.013763,1.011191375,1.1561462,1.1390785,1.128087,1.60453655,1.3526243,1.04162684,24.49517,25.67381,45.16438,23.31772,52.46347,238.88315,219.0907,168.1604,107.6175,84.0906,53.8,30499.67,20.8174,-7.707199077,0.87033438,1991.0,87.46426,0.9574717,177.379,4.008567,5.858911,78.56901,59.13082,37.18426815,92.1239,36.31358,45.77778,28.44753
34,1900.0,1461.609,68.4493164,1750.645,1705.159861,196.50166,1841.627,1.013659,0.98966243,2.778863,2.734184,2.707908,3.111113,1.4776032,1.2186564,24.3565,25.3257,156.5218,35.4467,58.43884,589.2119,459.3802,401.1866,113.0879,88.4273,55.4,89831.2,200.1442,-11.19753191,0.88381,2283.739,1609.903,1.600915,510.3306,-7.64853,14.59009,165.5315,112.9047,20.96808824,131.5975,47.0363,59.88025,60.0
35,1900.0,1340.743,60.8363964,1549.974,1509.702681,197.2578358,1677.251,1.013683,0.99353099,2.577735,2.536351,2.512852,2.9750075,1.4843295,1.1962407,24.82982,25.36377,145.222,33.16875,56.62808,564.5045,443.0237,392.6149,112.7933,88.9765,55.8,85423.8,177.8842,-11.26630977,0.880672152,2319.135,1433.291,1.47216,500.8218,-8.091075,13.16629,154.404,99.63277,22.02590567,130.3291,43.34615,51.38462,55.34872
36,1900.0,1201.952,54.4994442,1377.98,1342.177417,198.767033,1486.257,1.013699,0.99757331,2.343434,2.306595,2.285317,2.7327565,1.467276,1.1724636,24.27001,25.26801,131.3483,30.73599,55.45241,550.7202,438.3828,386.0978,112.369,88.475,55.9,80037.65,159.3551,-11.28454128,0.877196445,2362.405,1280.066,1.288114,452.8424,-7.801372,12.44851,140.0739,88.14462,23.10842695,127.2762,42.69493,52.61393,52.1
37,1900.001,1081.397,48.09230471,1204.983,1173.675214,200.5809287,1297.756,1.013627,1.00060767,2.144105,2.111016,2.091711,2.5251855,1.4365164,1.1511307,24.71067,25.25351,118.8536,28.76861,54.67668,527.6264,424.8265,380.6709,111.287,88.1882,55.6,74948.51,140.6207,-11.26684262,0.878310177,2394.924,1125.295,1.123851,407.1671,-7.301356,11.76324,128.3726,80.7345,24.69153039,124.6284,41.79494,54.18291,49.8
38,1900.001,956.221,42.00747171,1032.987,1006.148002,204.3744754,1145.936,1.01359,1.00344895,1.941232,1.912294,1.894776,2.3302265,1.4165369,1.1306702,24.44993,25.78729,105.9514,26.99717,54.56026,506.78335,413.4392,372.6867,110.3726,88.3353,53.5,69196.91,122.8288,-10.99652113,0.881512769,2367.5,998.0995,1.230216,336.1519,-6.377808,11.4657,117.1874,76.29121,26.78066253,122.6803,40.56154,54.10962,46.7532
39,1900.0,802.3003,35.8430364,861.003,838.6324786,209.2162073,966.9017,1.013577,1.006585437,1.6945694,1.6707701,1.6554843,2.0591345,1.3877217,1.106292,24.28555,25.61682,88.8459,25.09051,55.14956,492.18845,410.714,372.5817,109.8084,88.0518,55.0,60935.01,104.8042,-10.57660036,0.87232142,2318.747,854.3568,1.123354,268.5051,-5.084952,11.72162,102.9962,70.83646,28.81805634,119.5389,41.33481,58.70127,43.2
40,1900.0,703.5668,29.4064254,688.9929,671.0915333,214.4977224,793.6762,1.013552,1.008307588,1.4868723,1.4656712,1.4523113,1.80893265,1.3359081,1.08686555,24.1072,25.39364,73.27923,23.84199,53.35159,458.20945,390.9492,360.7961,109.0703,87.8275,55.8,53002.73,85.9837,-10.18610671,0.881712507,2258.818,687.2368,1.052545,260.4308,-3.335423,10.75618,92.71637,67.07477,29.98870504,112.925,45.35032,59.09874,41.4
41,1900.001,616.0804,23.26493844,517.0124,503.579419,226.149648,644.2818,1.013546,1.009684405,1.3344249,1.3159188,1.3033166,1.6543152,1.3110845,1.06827997,24.50552,25.40372,60.93798,23.40547,53.38941,415.23615,359.9058,334.9771,108.5312,87.2705,56.1,45557.75,68.0261,-9.653485141,0.889936294,2181.968,520.7196,1.124621,243.0255,-1.261814,9.856183,84.45561,64.37101,32.30943919,107.7127,46.57133,56.83694,38.35414
42,1900.0,553.2393,17.5594086,344.0291,335.0905593,256.5133082,468.0055,1.013551,1.01052818,1.2303732,1.2134827,1.2025617,1.6115829,1.3418242,1.05421336,24.29994,25.40241,52.0705,23.35678,53.12384,364.4963,319.6542,295.6786,107.9277,85.7789,56.6,36179.46,51.3433,-8.945544219,0.894675099,2083.822,393.3353,0.9658797,221.5484,0.946757,8.791124,79.80115,62.71839,34.52330501,101.8758,44.79618,47.82357,33.42867
43,1900.001,485.8019,12.1580038,172.0077,167.5386076,355.2297692,294.1248,1.013578,1.011414877,1.1806207,1.1657884,1.1552365,1.62629475,1.3772595,1.04357208,24.22513,25.63697,47.28653,23.34956,55.47716,313.5157,278.4885,239.6748,107.9586,85.5016,54.9,30899.54,35.5497,-8.255301963,0.837310683,1997.071,259.6271,0.8778109,212.4917,3.193121,8.03018,76.62516,60.85944,35.58765802,98.4123,36.10897,46.83205,28.04103
44,1900.0,446.4977,6.5971116,-0.01374455,-0.01338744,1000.0,87.89295,1.013642,1.011825395,1.1250992,1.1109463,1.1006693,1.522455,1.3196942,1.03706025,23.87887,25.90802,42.76371,23.28755,54.35908,229.12105,213.6983,153.8457,107.5608,84.3869,53.6,26679.4,19.2898,-7.612185486,0.862815793,1810.834,134.5292,0.6605465,160.9631,3.37354,5.511879,77.31651,57.52485,39.90590182,91.8881,35.43631,50.94968,26.68726
45,1800.001,1574.334,72.24027893,1979.748,1928.310322,193.5733437,2075.676,1.013527,0.98575459,3.144281,3.099088,3.071475,3.459547,1.4389726,1.2430104,24.27983,25.31715,176.3114,38.89962,61.56801,588.0296,441.4794,409.9949,113.7851,89.5253,55.4,95881.0,222.9637,-10.02064223,0.88717478,2206.586,1792.788,1.53688,523.479,-7.706854,14.59846,189.8881,134.3693,20.33550119,133.9381,42.92484,62.2,65.39682
46,1800.0,1435.291,64.7487432,1768.924,1722.963937,194.1773012,1883.802,1.013612,0.99056017,2.913663,2.872316,2.847858,3.294595,1.4581268,1.2152851,24.54667,25.05076,163.7449,35.97416,59.56483,567.19485,429.966,396.1721,113.5302,90.1474,56.5,91177.5,199.8418,-10.53336497,0.879343198,2220.095,1607.505,1.432215,509.3734,-7.98875,13.70584,171.6645,115.3619,21.44376376,133.2809,39.42912,52.8443,58.73165
47,1800.0,1282.325,57.8064924,1571.976,1531.133027,195.077418,1678.587,1.013574,0.99516229,2.606839,2.569677,2.548394,3.0042545,1.466545,1.1858629,24.93726,25.35668,147.1146,32.88084,56.35241,553.46985,428.1263,391.7887,113.0311,90.0095,55.4,85119.7,178.4151,-10.63529989,0.877204978,2246.126,1437.682,1.323359,506.1456,-7.746824,12.78652,154.2201,100.0745,22.13642695,128.2021,39.1,48.7462,54.1
48,1800.0,1159.0,50.9214276,1376.02,1340.268342,196.3143817,1476.01,1.013513,0.99846497,2.368016,2.334172,2.31469,2.7458285,1.4346502,1.1625893,24.77098,25.52778,133.2211,30.57022,54.12328,530.89885,416.6811,389.4886,111.9936,89.4658,54.9,79882.62,157.1649,-10.55927985,0.874238529,2278.513,1261.972,1.241308,474.6276,-7.37605,11.8036,140.0571,89.01842,22.7823655,123.6976,38.75385,49.07756,52.0
49,1800.0,998.716,44.0479296,1178.999,1148.366328,198.1930199,1265.879,1.013534,1.00246121,2.07459,2.045413,2.028145,2.400626,1.3879744,1.1349835,24.26241,25.736,115.1301,27.94408,52.9464,512.27585,411.8924,383.0229,110.9265,88.5183,54.0,72515.91,135.9504,-10.45273262,0.878999565,2304.331,1091.379,1.089973,409.9319,-6.628139,11.33287,124.907,80.01021,24.74321927,119.4809,40.0,54.99809,49.3
50,1800.0,839.883,37.6119288,982.958,957.4188521,202.9863974,1077.314,1.013511,1.005829079,1.7936611,1.7693849,1.754513,2.1103145,1.367891,1.1102969,24.37988,25.61548,96.056,25.74477,52.5313,497.5338,410.709,379.5314,109.4938,87.641,55.1,64018.59,116.0862,-10.34484466,0.881634123,2253.177,946.1472,1.079976,299.7987,-5.776065,11.30317,110.4627,72.66671,27.15295857,116.4041,40.58987,57.1557,45.28165
51,1800.0,694.8749,30.765906,785.9407,765.5204422,207.6616123,889.248,1.013513,1.00841553,1.5419199,1.522134,1.509368,1.82584425,1.3197709,1.08742414,24.02753,25.52391,77.60803,24.05418,53.00508,473.3552,400.4835,372.4246,108.7275,87.1427,55.7,54694.73,94.9565,-10.11364473,0.875965403,2180.374,777.118,1.097832,251.9449,-4.426563,11.21069,96.13234,66.70516,29.38548741,112.1336,42.69493,64.65127,42.11582
52,1800.0,598.5653,23.984586,589.9844,574.6554655,215.6592001,689.3981,1.013548,1.0099252,1.3688973,1.3512386,1.3397491,1.63547965,1.2755112,1.07053408,24.02894,25.5095,63.82732,23.48059,53.3614,425.85545,367.8081,350.9177,108.4249,86.9054,55.4,46682.33,74.0265,-9.811632951,0.881371511,2107.776,615.877,1.00276,239.5686,-2.432354,10.19893,86.36101,63.74558,31.81753647,106.9893,44.21795,66.79102,39.69038
53,1800.001,515.1589,17.66821582,393.0395,382.8275745,238.4693388,516.0773,1.013513,1.010935972,1.2336872,1.2188108,1.2086114,1.5427083,1.2851185,1.05401754,23.82846,25.65859,52.60302,23.44031,53.60747,369.72805,325.6551,311.9822,107.8294,85.8031,54.7,35258.48,54.5315,-9.095023178,0.878679238,1988.064,472.8127,1.034678,214.8115,0.2827334,9.155965,79.01885,61.67171,34.7027749,101.4375,43.82803,54.67707,34.62866
54,1800.0,436.7076,11.7533268,197.0408,191.9212993,316.4323975,312.6072,1.013545,1.011866138,1.1472956,1.1343123,1.1248772,1.52612125,1.3327855,1.0401864,23.86325,25.7031,44.83681,23.36009,55.75874,312.8569,280.1648,250.2021,107.6816,85.4527,55.0,27932.66,36.2757,-8.16139991,0.843082371,1786.439,343.7852,0.8325288,183.7758,2.835901,8.431116,74.21754,59.35424,37.60693395,97.3242,39.35223,49.54522,27.69045
55,1700.0,1620.684,74.3512374,2158.809,2102.718971,193.4522817,2279.111,1.01362,0.98453279,3.531512,3.490175,3.461515,3.9272315,1.4166888,1.2516989,24.46095,25.39951,197.0832,41.88817,67.21027,591.15165,424.0601,419.2961,113.6509,90.0736,55.1,101125.1,242.9779,-8.326096628,0.887388762,2187.056,1967.577,1.536707,430.6875,-6.499112,16.13826,206.372,159.8976,21.6703959,143.1446,36.0,57.96312,67.73563
56,1700.0,1463.388,67.0483638,1955.048,1904.252076,192.6329765,2060.192,1.013665,0.99002803,3.277471,3.239864,3.213213,3.661047,1.4061411,1.2184572,24.91617,25.64405,184.0275,38.53668,66.28448,569.61075,412.2161,401.8433,113.0942,89.1092,54.1,96125.9,219.1123,-9.057334014,0.881290521,2229.677,1760.958,1.44884,413.5089,-7.139962,15.24333,185.7652,135.7265,23.48867884,141.8184,33.87405,63.41835,62.24304
57,1700.001,1288.897,59.76838356,1736.983,1691.852826,193.2749469,1831.47,1.013615,0.99531616,2.919957,2.887169,2.863774,3.3013325,1.412906,1.1828601,24.88477,25.41768,165.3163,34.68209,63.23513,554.1972,411.0686,394.2595,112.2841,89.1753,55.1,89686.8,195.3214,-9.600389142,0.877158883,2229.051,1571.802,1.169674,389.5821,-7.496549,14.27907,167.4017,116.0028,24.71531998,137.1931,33.14295,61.21987,56.8
58,1700.0,1151.639,52.6688424,1519.997,1480.504541,194.6305089,1607.925,1.013648,0.9989975,2.601891,2.572149,2.551643,2.979156,1.4100676,1.1576349,24.77567,25.38244,147.5347,31.72565,59.50215,536.64445,407.8728,399.0763,111.1286,88.6051,55.8,83554.13,172.1204,-9.724274076,0.874355329,2170.522,1398.529,1.217954,364.8911,-7.121659,13.37673,149.7526,101.4442,25.10243566,130.3025,33.3,56.23503,53.10318
59,1700.0,985.999,45.5053212,1302.973,1269.119244,196.1673131,1366.488,1.013599,1.00288936,2.204171,2.177848,2.16007,2.5129925,1.3847535,1.1328436,24.37263,25.43836,123.7888,28.51505,55.22322,526.7654,415.8061,394.0438,110.022,88.1915,55.5,74888.75,148.7102,-9.812767408,0.87421157,2100.949,1231.64,0.9343858,335.9487,-6.601248,12.3849,128.6971,83.85625,25.21255433,121.6596,36.0,58.96582,49.44747
60,1700.0,848.799,38.4817644,1085.872,1057.658948,199.056433,1156.778,1.01355,1.005670512,1.920466,1.896919,1.88148,2.2093595,1.3517455,1.1113508,24.29144,25.66372,105.1549,26.36087,53.38061,505.3761,409.1613,386.9416,109.1326,87.4175,54.7,67248.5,125.7574,-9.901260739,0.872539813,2040.179,1066.64,1.011871,294.4539,-5.879358,11.82923,114.137,75.21223,26.36017123,116.1906,36.63077,60.02692,46.39038
